"tp_licitacao","vl_total_contrato","n_licitacoes_part","n_licitacoes_venceu","montante_lic_venceu","perc_vitoria","media_n_licitacoes_part","media_n_licitacoes_venceu","n_propostas","media_n_propostas","total_ganho","status_tramita","razao_contrato_por_vl_recebido","media_num_contratos","num_contratos"
"8",53981.9507721928,42.9211979140528,30.3842395828106,3612110.6029514,0.755810073118159,6.13159970200754,4.16256018541753,29.3054374968633,5.09975572882686,3683473.0933738,"1",0.0171126411954801,3.9562885254725,32.6157604171894
"3",10800,5,1,10800,0.2,5,1,0,0,10800,"0",0.5,0,0
"8",41795.7830986755,38.2389939795248,22.7328542759642,434316.842747243,0.879094175391153,5.813203303476,6.12045774800936,33.5102328392677,5.9257928544345,1792900.06693826,"1",0.0380600754006402,5.9109514253214,35.4657085519284
"3",21781.4290169158,26.0293252789415,10.4117301115766,435788.835315383,0.330118859932963,4.56695983069949,2.34393935359549,11.7155421315692,3.12903211490872,741232.946856637,"1",0.0365091934686672,1.70586505578831,6.82346022315323
"10",108500,53,20,0,0.327868852459016,7.57142857142857,3.28571428571429,28,5.6,10835267.76,"0",0.0099143185765119,3.2,16
"6",33600,13,14,443260,0.933333333333333,4.33333333333333,3.5,3,3,332500,"0",0.0917782026768642,4,12
"8",34422.1796921237,14.6321334843524,16.8915423077997,0,0.973024582861399,3.61658096316803,5.64832048767453,10.3160667421762,3.3452853393741,928858.401247457,"1",0.0366352090436081,4.60276349386134,16.1934445702937
"8",350986.576612602,53.9671134613454,37.5082216346636,0,0.743900809670041,9.50117451923766,7.31863456527935,45.5490765222348,9.75137027244394,4438982.78977399,"1",0.0530252724919252,7.80530606966931,42.8604854964651
"2",17975.7860224927,0.196771469665691,0.196771469665691,4722.51527197659,0.196771469665691,0.196771469665691,0.196771469665691,0.196771469665691,0.196771469665691,17975.7860224927,"1",0.5,0,0
"2",306679.23,9,8,2643518.41,0.727272727272727,4.5,3.33333333333333,9,4.5,2643518.41,"1",0.103952096578858,3,6
"8",40370.6929678128,33.9722773379181,20.7010844466276,506251.413128808,0.892947151500266,5.2617229212275,5.70563807451981,29.785321485484,5.36141234628546,1634265.90582889,"1",0.0413837138198141,5.23369481554255,31.4021688932553
"1",1244407.34600284,29.1793878658209,18.6556310390588,5409685.6810388,0.839291785750689,7.97540221707563,7.82554717038875,26.8643857652787,8.03052131470758,6162562.74263556,"1",0.137694409828778,7.51281341898721,26.6006373406854
"11",4600,2,2,1735211.38,1,2,2,0,0,9220,"0",0.332850940665702,1,1
"3",13024,3,5,243401.3,0.625,3,1.25,0,0,242421.9,"0",0.0509853554118504,0,0
"13",9678,1,2,157552,1,1,1,1,1,29538,"0",0.246787025703794,1,1
"12",39548.9910850395,76.9198737053666,56.1170133766718,0,0.838753287273237,13.649548044467,8.14635752065159,33.4702080260031,8.98972882668022,1504173.76298711,"1",0.0539795190095805,7.53764239760737,39.0040861838497
"3",2250,1,5,220941,1,1,5,0,0,10991,"0",0.16992674269315,0,0
"2",41229.5480361208,45.88552698493,25.0936475698836,0,0.570310172042809,6.55507528356143,6.18379172257846,40.1498361118138,6.69163935196896,1977225.96689342,"1",0.154419649053705,7.16961359139532,43.0176815483719
"2",719001.77,10,30,0,1,5,7.2,10,5,89569912.3,"0",0.00796334497325514,4,8
"11",106587.610211692,22.8742157714441,13.822816141881,7045336.33326531,0.730613106263003,11.5599662344903,6.78283865222086,22.8742157714441,11.5599662344903,7332997.0923267,"1",0.133083340522651,5.02855534975727,15.0856660492718
"8",25575.2588488162,4.75914043467492,3.02874245680869,22567.9465010762,0.987794998588718,1.48587529427771,1.45497533038724,4.28178926836699,1.49724079823742,186697.984768562,"1",0.471239178117057,0.596688957884908,3.58013374730945
"11",63642.3,97,78,0,0.8125,10.7777777777778,11,90,12.8571428571429,7164439.65,"0",0.00880486696750858,9.44444444444444,85
"3",12000,0,0,0,0,0,0,0,0,24000,"0",0.333333333333333,0,0
"5",7800,2,3,154580,0.75,2,1.5,0,0,21950,"0",0.26218487394958,1,1
"3",73968,3,2,81668,0.666666666666667,3,2,0,0,81668,"0",0.475262792670076,1,1
"11",46100,53,45,0,0.692307692307692,6.625,5.44444444444444,39,6.5,3644419,"0",0.012491468002197,4.5,36
"3",74300,60,20,2455762.01,0.285714285714286,60,2.75,0,0,1989366.04,"0",0.0360038875282359,9,9
"11",10500,37,15,0,0.340909090909091,12.3333333333333,5,10,5,378107.4,"0",0.0270195575277259,4,8
"11",33028.6224115381,30.1188313192688,23.54361134395,16568481.192369,0.868771870240487,6.44803940812126,4.6007157007698,13.2111228113063,4.75726855732501,4622721.29669004,"1",0.26722982220967,4.41479055485688,22.0739527742844
"2",16500,3,4,2210900,1,3,2,0,0,40900,"0",0.287456445993031,2,2
"8",183360,1,1,183360,1,1,1,1,1,183360,"0",0.5,0,0
"11",18000,0,0,0,0,0,0,0,0,18000,"0",0.5,0,0
"11",18000,1,4,0,1,1,1.33333333333333,1,1,63000,"1",0.222222222222222,1,1
"8",48285.3899356909,60.4941991039086,33.1636281020474,0,0.806837015896401,8.68972641479091,8.25633442957769,52.9393801700789,8.86960305607257,2602185.40356822,"1",0.0242859815701554,9.44352366728708,56.6611420037225
"3",19515.2,102,43,9504352.31,0.40952380952381,102,54,0,0,4607174.66,"0",0.00421796156442611,41,41
"8",6000,14,49,0,0.924528301886792,14,6,0,0,1852092.33,"0",0.00322911832911985,10,10
"7",7500,9,7,0,0.7,1.5,1.6,9,1.5,274160,"0",0.0266278491798622,1.6,8
"11",140873.5,3,4,3606789.05,1,1.5,2,3,1.5,683314.5,"0",0.170923988216281,1.5,3
"2",440893.388528007,8.65906354878098,10.7104754978791,0,0.803870498563253,1.91682759004956,2.04825408368682,3.60572051908821,1.43428675318137,2006265.86028695,"1",0.144065936544599,1.5,3.86857350636274
"11",172037.16,4,5,787073.36,1,2,1.66666666666667,4,2,442052.96,"1",0.280149695292281,2,4
"6",5100,4,3,20950,1,4,4,0,0,20950,"0",0.195777351247601,2,2
"11",35743.614603742,42.648722509155,24.505304284161,0,0.869476693920495,6.19607066106983,5.86561879885267,36.8200388641562,6.31761617360947,1774083.42415053,"1",0.069313292781435,6.74302546749823,40.0962667458225
"3",10000,1,2,14000,1,1,2,0,0,14000,"0",0.416666666666667,1,1
"11",47775.1026470214,58.1034914534539,31.8615357736126,18990.5617189407,0.814907836113972,8.36843090517712,7.89982455375139,50.8643312659115,8.54079186202337,2493379.1922231,"1",0.0481512227845511,9.14405521098524,54.3888063831255
"11",55250.0686871933,11.6617465922609,12.484756616177,0,0.987739687749126,2.9904945965945,2.79788017913233,9.70009663212113,2.86719088481429,965017.229343514,"1",0.0547569144994254,2.59095344545286,12.2694166002329
"8",35662.9075917936,3.95690311980434,6.91380623960868,1165.7045274097,1,1.98563437326811,2.47845155990217,3.95690311980434,1.98563437326811,407641.320063179,"1",0.0842887656779329,2.46408593317028,4.92817186634056
"11",71453,249,123,24460466.98,0.569444444444444,41.5,26.1666666666667,69,17.25,31640791.47,"0",0.00225316754440371,25.8333333333333,155
"8",265490.395322578,36.8214728552848,29,0,0.873964754651195,5.51838759098734,4.72725067755193,22.6429457105696,4.71855473989854,2862470.42409782,"1",0.034915787890842,4.97449612218354,32.973158930894
"11",208460.683824727,9.51520756259561,4.72540330863558,2513474.84283271,0.718246808590587,3.48360220575705,2.06440094532445,9.51520756259561,3.48360220575705,2576968.07290683,"1",0.271890618790614,1.4192012604326,4.2576037812978
"8",8500,35,170,0,0.913978494623656,35,24.625,0,0,9753650,"0",0.000870709833387112,19,19
"3",25455.8,13,15,1250365.25,0.555555555555556,13,17,0,0,888584.75,"0",0.0278497491167104,1,1
"11",38000,0,0,0,0,0,0,0,0,38000,"0",0.5,0,0
"0",324267.4,124,267,0,0.758522727272727,124,39.7777777777778,0,0,98809997.47,"0",0.00327099212795121,39,39
"8",2569059.71747946,46.1631007662509,13.8637605898548,8764936.8978682,0.317887146349834,15.4006754373355,4.46107445424423,40.2798774035182,13.4396009830913,8505426.13588287,"1",0.229106268690649,4.62449732543125,13.824835044099
"11",2060900,5,5,0,0.833333333333333,1.25,1.25,4,1.33333333333333,6166605.4,"1",0.250489048600321,1.33333333333333,4
"11",18126,16,7,0,0.368421052631579,4,1.75,3,1.5,470317.35,"0",0.0371097282827169,1.66666666666667,5
"8",466903.392873891,52.8322634699289,29.1502332461532,8686.01730116643,0.831713430292439,7.69940820359625,7.27334934854298,46.0731230843812,7.67885384739687,2692948.12010931,"1",0.102977100354323,8.4046090671327,49.5413261067588
"3",110541.199532298,54.0352329388261,34.4984777921345,0,0.618869011843921,7.7744671880833,5.7744671880833,48.1087432322092,8.09533134758628,1826574.6283864,"1",0.0556253355926453,5.3238364807829,36.8499349975027
"7",13000,0,0,0,0,0,0,0,0,100045,"0",0.114998451943916,0,0
"11",788000,12,10,2189982.3,0.833333333333333,6,3.66666666666667,6,6,2608192.5,"1",0.232024539245052,5,10
"3",19222.37,40,27,4423399.16,0.490909090909091,40,27,0,0,1949615.12,"0",0.00976330961678305,12,12
"3",143923.67,1,4,1109168.92,0.8,1,4,0,0,1035385.19,"0",0.122040692545971,0,0
"2",764.1,4,177,0,1,4,30.25,0,0,81594805.3,"0",0.00000936447904731455,2,2
"8",63148.448880529,4,11.6061098168138,0,1,1.65880668023601,3.26768496946897,4,1.65880668023601,638764.707997418,"1",0.086949939945458,2.414701670059,6.02357995929196
"11",22533.4653377999,1,1,71360.4429145809,1,1,1,1,1,22533.4653377999,"1",0.5,0,0
"2",4620,0,0,0,0,0,0,0,0,4620,"0",0.5,0,0
"11",29320,32,161,0,0.947058823529412,6.4,32.8571428571429,31,7.75,6602897.53,"0",0.00442084413959203,5.5,22
"3",13092.2,1,3,249816.34,1,1,3,0,0,38857.02,"0",0.252019183348662,1,1
"8",1200,3,6,11200,0.75,3,2,3,3,11200,"0",0.0967741935483871,0,0
"11",26989.493719954,3.76804974069819,3.76804974069819,91839.3630450312,0.92091286455148,2.10721989627928,2.10721989627928,3.76804974069819,2.10721989627928,107982.629132783,"1",0.302552083342689,1.66082984441891,1.66082984441891
"11",20400,2,3,739116,1,1,1,1,1,42000,"0",0.326923076923077,1,2
"2",16500,0,0,0,0,0,0,0,0,16500,"0",0.5,0,0
"3",12250,3,3,51950,1,3,2,3,3,51950,"0",0.190809968847352,2,2
"8",40000,2,2,64000,1,1,1,2,1,64000,"0",0.384615384615385,1,1
"3",9054.2,16,44,3809103.9,0.88,16,53,0,0,3183224.76,"0",0.00283628094958218,8,8
"3",20163.6018568194,8.5601813334506,3.42407253338024,0,0.110453952689685,1.42669688890843,0.741882382232385,3.42407253338024,0.85601813334506,183149.751877076,"1",0.166650972969995,0.513610880007036,2.05444352002814
"11",56590,41,83,0,0.943181818181818,8.2,17.3333333333333,41,8.2,14383369.73,"0",0.00391898599844641,8.6,43
"2",211418.1,9,9,1350394.94,0.692307692307692,9,3,0,0,1219336.09,"0",0.147766892089269,5,5
"11",233880,9,7,913758.7,0.777777777777778,2.25,1.75,5,1.66666666666667,913758.7,"1",0.20379236078393,1.5,6
"11",13698,39,51,0,0.980769230769231,7.8,8.83333333333333,37,7.4,3021390.93,"0",0.00451321207250425,7.8,39
"13",15600,1,4,299882.7,1,1,2,1,1,33802.4,"0",0.315774132430813,0,0
"3",63858.67,76,127,0,0.679144385026738,76,16.8888888888889,0,0,28568014.67,"0",0.00223033502704088,15,15
"8",19421.4,27,29,0,0.878787878787879,9,5.66666666666667,27,9,2709838.99,"0",0.00711599379493431,7.66666666666667,23
"7",2269161.79063113,40.7931316113099,12.2458850205876,7736006.59840997,0.398213510604008,13.6876651514322,4.02773827477358,35.6027231402695,11.9575289944187,7499974.86665416,"1",0.268249152821007,4.03698436636478,12.1109530990943
"3",15600,0,0,0,0,0,0,0,0,36400,"0",0.3,0,0
"11",139292.059677912,269.627470226493,108.257730917772,809.13926102221,0.375114819730488,53.9524653539993,15.8163832499025,77.3365832658019,25.8013371791846,18878315.4580458,"1",0.0238939928508986,14.3010307890363,71.5051539451815
"11",99753,218,159,0,0.732718894009217,36.3333333333333,33.75,134,33.5,75550341.98,"1",0.00131861037354113,21,168
"11",10700,1,2,40700,1,1,1,1,1,40700,"0",0.208171206225681,0,0
"8",46634.6995720801,795.857830094406,412.394906118512,0,0.686981265350289,99.8762864877561,83.854641417866,431.429307649145,71.9048846081908,59585309.2334926,"1",0.00653076368649624,76.7484480222629,607.091573973885
"8",244559.212031166,6.87864153366536,7,5561361.72662039,0.786767293802566,3.43932076683268,2.97977358894423,6.87864153366536,3.43932076683268,5801400.79066536,"1",0.0418694743974157,2.02022641105577,4.04045282211155
"2",98759.7664133795,41.3354067425244,22.7683147499338,66491.44101936,0.869040887199596,6.21341991910179,5.88186470494838,36.2134503307752,6.33537126223867,1827599.32385312,"1",0.191397682779546,6.40244551468641,38.4146730881184
"3",33257.3,102,32,1725413.63,0.313725490196078,102,35,0,0,914239.91,"0",0.0351001561260534,32,32
"3",37759.78,58,66,6756436.08,0.589285714285714,58,76,0,0,6645332.96,"0",0.00565004579002745,10,10
"8",84003.2,1,1,0,1,1,1,1,1,168006.4,"0",0.333333333333333,0,0
"8",429714.740019123,29.7018181472085,20.5586602725089,5205762.75184825,0.668838175390825,6.75745727715548,4.81158372820937,28.0199042779859,6.55036682334806,5454726.67936018,"1",0.0700798627133904,4.35885166894877,19.3837320164312
"3",609920.758316014,14.9964148872532,10,1685205.71795839,0.715608182676157,5.57742866974634,3.32092648736822,6.92197381146252,5.19327291497029,2097453.00623406,"1",0.187249947672339,4.19327291497029,9.07802618853748
"3",78186,71,27,1958465.22,0.333333333333333,71,33,0,0,1429028.37,"0",0.0518745054162402,17,17
"8",397971.285840315,30.7113804602996,20.3556902301498,17211250.7800218,0.738123720977455,7.89221627800725,6.03532976680435,22.0694632525556,7.49940185947344,17189029.6100133,"1",0.0343084584450105,5.44610813900363,20.7125767413527
"8",26997.4529741798,27.2519326163456,11.6889494622592,348092.484171619,0.412039139179798,5.90253139176639,3.19880244915839,11.1259663081728,3.34447473112959,519551.673497362,"1",0.0474814514298496,2.76671209669439,11.0668483867776
"8",34083.9603129774,2.94303113035858,5.23838521726429,24098.8902278244,1,1.64767704345286,1.97151556517929,2.94303113035858,1.64767704345286,291200.902947783,"1",0.163914292053813,1.97151556517929,3.59070817381144
"11",11000,6,13,0,1,6,1.85714285714286,0,0,205167.76,"0",0.0508864041520345,6,6
"3",91189.1,24,22,2613048.21,0.564102564102564,24,6,0,0,2293754.21,"0",0.0382353323106871,6,6
"11",284813.6,2,12,5005248.97,1,2,2.4,0,0,2784100.3,"0",0.0928059923740448,2,2
"8",24088.4448689315,2.69557021744549,4.71724788052961,0,0.673892554361373,1.34778510872275,1.68473138590343,2.69557021744549,1.34778510872275,278415.494884914,"1",0.215772183710346,1.68473138590343,3.36946277180687
"2",18376.2,5,50,193961466.67,0.961538461538462,5,26.5,0,0,1520613.31,"0",0.0119404322645448,2,2
"11",68949.872959137,27.1510231643915,17.8113720342517,12792.4186438322,0.836146471401056,4.33558968933565,3.40162457632167,24.8161103818566,4.58019959988693,934159.887995518,"1",0.293336223478848,2.66847175146852,18.6793022602797
"11",20543.3450394776,4.45665496052243,8.68145546782762,14782.2534386069,0.966602367531184,1.89616980457989,2.82434567360906,3.68850941373967,1.64012128898563,120076.192177355,"1",0.327887775425931,1.4082668357684,4.22480050730519
"8",18900,1,4,74000,0.8,1,1.33333333333333,1,1,74000,"0",0.203444564047363,0,0
"3",32023.6,24,48,3250805.01,0.774193548387097,24,13.75,0,0,1753504.9,"0",0.0179350819659277,9,9
"11",374940.854568966,1.68747717980295,3.14579529967159,0,1,1.22915905993432,1.34373858990148,1.68747717980295,1.22915905993432,575509.942917898,"1",0.351490958715234,1.34373858990148,1.91663623973727
"11",33019.9435678124,1,1.39770474284887,68166.7025123388,1,1,1,1,1,50518.9522531629,"1",0.436302385391124,0,0
"2",13310,2,3,499290,1,2,3,0,0,38960,"0",0.254639372488999,1,1
"8",79200,89,46,0,0.71875,22.25,12.7777777777778,16,8,4398995,"0",0.0176856970274854,17.75,71
"11",211174.930803252,15.0248681206722,15.3200703356415,6206274.08597331,0.652159782523246,8.0458846197386,6.48922381437539,10,7.48756593966391,6591318.70677248,"1",0.0332050632885428,2.49751318793278,6
"11",57587.2,81,62,0,0.794871794871795,9,7.77777777777778,63,9,5757615.5,"0",0.00990287062564474,7.88888888888889,71
"11",6695,131,86,11186763.37,0.50887573964497,26.2,11,53,17.6666666666667,6100735.8,"0",0.00109620562544892,11.5,46
"11",5400,0,0,0,0,0,0,0,0,5400,"0",0.5,0,0
"11",294651,213,179,0,0.707509881422925,35.5,26.7777777777778,175,43.75,70438066.39,"0",0.00416569602967999,20.1428571428571,141
"11",16948.47,1,1,303455.79,1,1,1,1,1,16948.47,"0",0.5,0,0
"11",36421.17,62,59,0,0.546296296296296,20.6666666666667,7,6,3,12794490.1,"0",0.00283854897236773,13,13
"11",45817.4381697192,270.983653622214,156.684004643466,351.796763017774,0.689957105549622,45.1761574357515,33.2699440004653,188.214942292776,47.0647292220383,74443261.8703693,"1",0.0079305245738523,25.9883900156419,207.907120125135
"3",22353.9927256107,2.2809896748513,1.10995248146355,415212.632702418,0.49783247796398,1.03868698421866,1.01425309944898,2.09773553907871,1.01832541357726,26959.046988152,"1",0.494352952540171,0.0183254135772586,0.0733016543090343
"3",79253.8,0,0,0,0,0,0,0,0,158507.6,"0",0.333333333333333,0,0
"2",3740,2,7,1101284,0.875,2,3.5,0,0,26860,"0",0.122222222222222,0,0
"11",26402.9805315658,1.80099351052195,2.80223539867438,59844.4595958572,1,1.13349891842032,1.20024837763049,1.80099351052195,1.13349891842032,53266.3003906957,"1",0.434845210140359,0.333747296050812,1.00124188815244
"8",3840,2,8,0,1,2,2.2,2,2,759888,"1",0.00502796807240274,0,0
"11",61064,5,4,552504.26,0.8,1.25,1,2,1,298137,"0",0.169999526727375,1,3
"11",206382,112,55,26213562.22,0.509259259259259,37.3333333333333,25,112,37.3333333333333,22395565.82,"0",0.00913115991788003,19.6666666666667,59
"11",99600,86,121,0,0.785714285714286,17.2,18.7777777777778,36,12,12346404.62,"0",0.00800256813660093,10.8,54
"11",12600,3,4,0,0.666666666666667,1,1,2,1,59813.46,"0",0.174000800403682,0,0
"3",60075,9,3,380335,0.272727272727273,4.5,1,5,5,134814.5,"0",0.308251598983013,1,1
"8",32499.4491118938,5.61325863748789,7.40331465937197,288374.821226873,0.955187260069781,2.26887643958131,2.56721910989533,5.61325863748789,2.26887643958131,518153.943463244,"1",0.0631915863593977,2.43278089010467,5.80662931874394
"8",48000,0,0,0,0,0,0,0,0,48000,"0",0.5,0,0
"2",119108.99,2,2,224864.31,1,2,2,2,2,224864.31,"0",0.346273940448285,1,1
"11",27414,7,3,474731.2,0.375,1.75,1,2,1,259264,"0",0.09562645197748,1,2
"11",58720,90,71,0,0.739583333333333,15,11.625,42,10.5,2200242.8,"0",0.0259942306265513,12.1666666666667,73
"2",897382.633311416,8.73878273903392,9.56229681638069,2542027.59008844,0.974874082016124,2.00025083021527,4.12954383392935,7.75608016899787,2.02364851045422,2867555.53597853,"1",0.230725765897084,2.10554039129056,8.2474314540159
"3",77623.8106810244,17.2980286437087,14.6211828137748,0,0.567056123051312,4.80849761302428,4.73399045209711,13.8509856781457,4.42549283907283,3497524.24411267,"1",0.0250691754536333,4.58078854251653,9.85098567814566
"11",44400,0,0,0,0,0,0,0,0,64200,"0",0.408839779005525,0,0
"8",26743.3442343026,22.1592129957862,19.2300327029079,0,0.944413934754266,3.45637469276387,3.23991255508736,12.8583605857566,2.89733769372106,719037.465303717,"1",0.0794164088212563,3.28696954153877,20.9733769372106
"8",70000,84,37,0,0.685185185185185,9.33333333333333,8.77777777777778,62,8.85714285714286,3059705,"0",0.0223663252606875,8.22222222222222,74
"7",8000,1,3,30200,1,1,1,1,1,30200,"0",0.209424083769634,1,1
"4",78795,175,267,0,0.6953125,87.5,39.7777777777778,1,1,98809997.47,"0",0.000796804147688467,58,58
"3",25798,8,84,0,0.96551724137931,8,14.4285714285714,0,0,5954716.59,"0",0.00431367562302026,5,5
"8",57013.4953844128,34.4814399846364,27.4814399846364,70121.0272694305,0.867778250639579,4.98015428406818,4.62154732352226,20.1001125834882,4.10438696199562,1121419.23623174,"1",0.044081678146618,4.64020571209091,32.1439822034445
"3",45000,1,6,703710,1,1,1.2,1,1,315760,"0",0.124736667036257,1,1
"8",38500,0,0,0,0,0,0,0,0,756050,"0",0.0484551003712793,0,0
"11",22590.4045030475,20.7177092875354,17.8856067545712,379344.429660293,0.949665598614956,3.22430116596765,3.02828995210843,12.6642050659284,2.71808090060949,653795.850559138,"1",0.0709850782932656,3.07090108555609,19.6439087246545
"11",81726.3409602834,47.8027005833574,56.2837268635631,16461.3099731505,0.935205578991951,10.1092504491098,10.1877784702228,35.2382172052749,12.2033310121236,25646375.6832164,"1",0.343741793609348,6.59635377349332,32.9817688674666
"2",30000,12,12,3298040,1,6,6,1,1,226000,"0",0.1171875,11,11
"3",28450,9,10,0,0.769230769230769,2.25,1.42857142857143,4,2,99660,"1",0.222074779486379,1.5,6
"3",5610,446,186,51217903.82,0.432558139534884,111.5,49.4,53,26.5,41147496.56,"0",0.000136320206879663,51.75,207
"11",62400,2,3,0,1,1,1,2,1,155200,"1",0.286764705882353,1,2
"11",32036.8652985606,6.15645659179427,5.04117278731428,587620.627997081,0.711060196385517,1.22442918713981,1.25754834434095,3.05764190223999,1.01235183619428,93523.5515771649,"1",0.25928439775755,1.33470575957714,4.01646911492571
"13",140,1,2,364415.15,1,1,1,1,1,3820,"0",0.0353535353535354,1,1
"11",30110.2788501047,3.43274696636945,6.14912044955418,181617.69307654,1,1.71637348318473,2.16910239704885,3.43274696636945,1.71637348318473,314480.781334694,"1",0.115358820215151,2.07456022477709,4.14912044955418
"8",277865.181133278,64.4090841023717,46.8634389687795,0,0.785485080747239,14.266148520179,11.8874457164144,59.6817569213454,14.3787039292511,3844438.12558736,"1",0.0517684536172185,11.5340653838939,57.9545794881415
"12",36219.7093941364,23.5518200222868,20.169619704131,0,0.956765329584121,5.12356364777467,4.01394346171421,11.9017718224786,3.8741381886648,705134.518510388,"1",0.0717276134386658,3.85073022606472,14.1174290259369
"11",25402.5608047853,13.3620195877738,5.44600766478106,61161.432659776,0.3280214962189,3.0703351785584,1.57633432691606,5.95200681313872,2.24700042582117,211611.241822849,"1",0.271657574657792,0.741001277463511,2.96400510985404
"11",14304.48,14,9,0,0.5625,2,1,5,1,149267.69,"0",0.087450573040634,1,8
"8",133608.177576008,32.3884645865764,26.1781761636958,3797828.2213138,0.739065046500896,5.50910589599849,6.25413484399323,21.4478566411417,4.67737075306165,1681129.51047306,"1",0.0871693186039626,4.26581450640224,23.9775526684243
"8",15000,1,3,0,1,1,2.5,1,1,176896,"1",0.0781673406428482,0,0
"11",15527.8771875426,24.5857499558479,9.87392389960587,0,0.334781558102658,4.10963224029789,2.14565398326764,9.85591302812099,2.47298369277269,386377.681103647,"1",0.0419247655352319,1.49099456425756,5.9279565140605
"3",23244.9912902666,21.2642898617778,8.75476328725927,352986.012839542,0.398614684072879,3.66264228293827,1.95912721454321,8.5768723282963,2.23316356155556,352791.531050697,"1",0.0771659515033135,1.41105452051852,5.28843616414815
"7",7726.64,129,88,23509263.99,0.676923076923077,16.125,10.8888888888889,52,8.66666666666667,11227402.17,"0",0.000687721532228699,11,88
"7",18000,2,4,112018.5,1,2,4,0,0,69900,"0",0.204778156996587,2,2
"2",19800,3,2,209730,0.666666666666667,3,2,0,0,39600,"0",0.333333333333333,1,1
"11",12542.5,115,65,0,0.541666666666667,38.3333333333333,23.6666666666667,112,37.3333333333333,2079722.34,"0",0.00599469998262744,21.6666666666667,65
"7",7000,1,2,77000,1,1,1.5,1,1,28000,"0",0.2,1,1
